query	document	reference	score	query_type
Where was the Garden of Eden?	And the woman said unto the serpent, We may eat of the fruit of the trees of the garden:	Genesis 3:2	1	place
Where was the Garden of Eden?	But of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die.	Genesis 2:17	1	place
Where was the Garden of Eden?	And the gold of that land was good, and there was bdellium and the onyx stone.	Moses 3:12	1	place
Where was the Garden of Eden?	And I, the Lord God, called unto Adam, and said unto him: Where goest thou?	Moses 4:15	1	place
Where was the Garden of Eden?	And they were both naked, the man and his wife, and were not ashamed.	Moses 3:25	1	place
Where was the Garden of Eden?	And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;	Genesis 3:17	1	place
Where was the Garden of Eden?	Now the serpent was more subtil than any beast of the field which the LORD God had made. And he said unto the woman, Yea, hath God said, Ye shall not eat of every tree of the garden?	Genesis 3:1	1	place
Where was the Garden of Eden?	Therefore I, the Lord God, will send him forth from the Garden of Eden, to till the ground from whence he was taken;	Moses 4:29	1	place
Where was the Garden of Eden?	And the beginning of his kingdom was Babel, and Erech, and Accad, and Calneh, in the land of Shinar.	Genesis 10:10	0	place
Where was the Garden of Eden?	And the LORD God said, Behold, the man is become as one of us, to know good and evil: and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever:	Genesis 3:22	1	place
Where was the Garden of Eden?	And their dwelling was from Mesha, as thou goest unto Sephar a mount of the east.	Genesis 10:30	0	place
Where was the Garden of Eden?	According to all that which they had said concerning every plant of the field before it was in the earth, and every herb of the field before it grew; for the Gods had not caused it to rain upon the earth when they counseled to do them, and had not formed a man to till the ground.	Abraham 5:5	0	place
Where was the Garden of Eden?	And the Gods commanded the man, saying: Of every tree of the garden thou mayest freely eat,	Abraham 5:12	1	place
What happened to the people of Ammonihah?	But they took their armies and went over into the borders of the land of Zarahemla, and fell upon the people who were in the land of Ammonihah and destroyed them.	Alma 25:2	3	factual
What happened to the people of Ammonihah?	And thus ended the eleventh year of the judges, the Lamanites having been driven out of the land, and the people of Ammonihah were destroyed; yea, every living soul of the Ammonihahites was destroyed, and also their great city, which they said God could not destroy, because of its greatness.	Alma 16:9	3	factual
What happened to the people of Ammonihah?	And now it came to pass, before the Nephites could raise a sufficient army to drive them out of the land, they had destroyed the people who were in the city of Ammonihah, and also some around the borders of Noah, and taken others captive into the wilderness.	Alma 16:3	3	factual
What happened to the people of Ammonihah?	And it came to pass that those rulers who were the remnant of the children of Amulon caused that they should be put to death, yea, all those that believed in these things.	Alma 25:7	1	factual
What happened to the people of Ammonihah?	But as to the people that were in the land of Ammonihah, they yet remained a hard-hearted and a stiffnecked people; and they repented not of their sins, ascribing all the power of Alma and Amulek to the devil; for they were of the profession of Nehor, and did not believe in the repentance of their sins.	Alma 15:15	2	factual
What happened to the people of Ammonihah?	But the more part of them were desirous that they might destroy Alma and Amulek; for they were angry with Alma, because of the plainness of his words unto Zeezrom; and they also said that Amulek had lied unto them, and had reviled against their law and also against their lawyers and judges.	Alma 14:2	1	factual
What happened to the people of Ammonihah?	For behold, the armies of the Lamanites had come in upon the wilderness side, into the borders of the land, even into the city of Ammonihah, and began to slay the people and destroy the city.	Alma 16:2	3	factual
What happened to the people of Ammonihah?	And among the Lamanites who were slain were almost all the seed of Amulon and his brethren, who were the priests of Noah, and they were slain by the hands of the Nephites;	Alma 25:4	1	factual
What happened to the people of Ammonihah?	Now it was the custom of the people of Nephi to call their lands, and their cities, and their villages, yea, even all their small villages, after the name of him who first possessed them; and thus it was with the land of Ammonihah.	Alma 8:7	1	factual
What happened to the people of Ammonihah?	And they brought their wives and children together, and whosoever believed or had been taught to believe in the word of God they caused that they should be cast into the fire; and they also brought forth their records which contained the holy scriptures, and cast them into the fire also, that they might be burned and destroyed by fire.	Alma 14:8	3	factual
What happened to the people of Ammonihah?	And they were also angry with Alma and Amulek; and because they had testified so plainly against their wickedness, they sought to put them away privily.	Alma 14:3	1	factual
What happened to the people of Ammonihah?	Nevertheless, after many days their dead bodies were heaped up upon the face of the earth, and they were covered with a shallow covering. And now so great was the scent thereof that the people did not go in to possess the land of Ammonihah for many years. And it was called Desolation of Nehors; for they were of the profession of Nehor, who were slain; and their lands remained desolate.	Alma 16:11	3	factual
What happened to the people of Ammonihah?	And behold they are hunted at this day by the Lamanites. Thus the words of Abinadi were brought to pass, which he said concerning the seed of the priests who caused that he should suffer death by fire.	Alma 25:9	1	factual
What happened to the people of Ammonihah?	And it came to pass that they took Alma and Amulek, and carried them forth to the place of martyrdom, that they might witness the destruction of those who were consumed by fire.	Alma 14:9	2	factual
What happened to the people of Ammonihah?	And the remainder, having fled into the east wilderness, and having usurped the power and authority over the Lamanites, caused that many of the Lamanites should perish by fire because of their belief—	Alma 25:5	1	factual
What happened to the people of Ammonihah?	And he said unto the priests of Noah that their seed should cause many to be put to death, in the like manner as he was, and that they should be scattered abroad and slain, even as a sheep having no shepherd is driven and slain by wild beasts; and now behold, these words were verified, for they were driven by the Lamanites, and they were hunted, and they were smitten.	Alma 25:12	0	factual
What happened to the people of Ammonihah?	And the people went forth and witnessed against them—testifying that they had reviled against the law, and their lawyers and judges of the land, and also of all the people that were in the land; and also testified that there was but one God, and that he should send his Son among the people, but he should not save them; and many such things did the people testify against Alma and Amulek. Now this was done before the chief judge of the land.	Alma 14:5	1	factual
What happened to the people of Ammonihah?	And it shall come to pass that except they repent I will utterly destroy them from off the face of the earth; yet they shall leave a record behind them, and I will preserve them for other nations which shall possess the land; yea, even this will I do that I may discover the abominations of this people to other nations. And many things did Abinadi prophesy against this people.	Mosiah 12:8	1	factual
What happened to the people of Ammonihah?	But behold, in one day it was left desolate; and the carcasses were mangled by dogs and wild beasts of the wilderness.	Alma 16:10	3	factual
What happened to the people of Ammonihah?	Now the people having heard a great noise came running together by multitudes to know the cause of it; and when they saw Alma and Amulek coming forth out of the prison, and the walls thereof had fallen to the earth, they were struck with great fear, and fled from the presence of Alma and Amulek even as a goat fleeth with her young from two lions; and thus they did flee from the presence of Alma and Amulek.	Alma 14:29	2	factual
What happened to the people of Ammonihah?	And the king having been without the gates of the city with his guard, discovered Ammon and his brethren; and supposing them to be priests of Noah therefore he caused that they should be taken, and bound, and cast into prison. And had they been the priests of Noah he would have caused that they should be put to death.	Mosiah 21:23	0	factual
What happened to the people of Ammonihah?	And because they did cast them all out, that there were none righteous among them, I did send down fire and destroy them, that their wickedness and abominations might be hid from before my face, that the blood of the prophets and the saints whom I sent among them might not cry unto me from the ground against them.	3 Nephi 9:11	3	factual
What happened to the people of Ammonihah?	And the Amalekites were not converted, save only one; neither were any of the Amulonites; but they did harden their hearts, and also the hearts of the Lamanites in that part of the land wheresoever they dwelt, yea, and all their villages and all their cities.	Alma 23:14	0	factual
What happened to the people of Ammonihah?	For the hearts of many were hardened, and their names were blotted out, that they were remembered no more among the people of God. And also many withdrew themselves from among them.	Alma 1:24	1	factual
What happened to the people of Ammonihah?	And it came to pass that Alma and Amulek were commanded to depart out of that city; and they departed, and came out even into the land of Sidom; and behold, there they found all the people who had departed out of the land of Ammonihah, who had been cast out and stoned, because they believed in the words of Alma.	Alma 15:1	2	factual
What happened to the people of Ammonihah?	And it came to pass that he began to cry unto the people, saying: Behold, I am guilty, and these men are spotless before God. And he began to plead for them from that time forth; but they reviled him, saying: Art thou also possessed with the devil? And they spit upon him, and cast him out from among them, and also all those who believed in the words which had been spoken by Alma and Amulek; and they cast them out, and sent men to cast stones at them.	Alma 14:7	2	factual
What happened to the people of Ammonihah?	Now when the people had said this, and withstood all his words, and reviled him, and spit upon him, and caused that he should be cast out of their city, he departed thence and took his journey towards the city which was called Aaron.	Alma 8:13	1	factual
What happened to the people of Ammonihah?	And they said also: We will not believe thy words if thou shouldst prophesy that this great city should be destroyed in one day.	Alma 9:4	2	factual
What happened to the people of Ammonihah?	So that when he had finished his work at Melek he departed thence, and traveled three days' journey on the north of the land of Melek; and he came to a city which was called Ammonihah.	Alma 8:6	1	factual
What happened to the people of Ammonihah?	And behold, the city of Laman, and the city of Josh, and the city of Gad, and the city of Kishkumen, have I caused to be burned with fire, and the inhabitants thereof, because of their wickedness in casting out the prophets, and stoning those whom I did send to declare unto them concerning their wickedness and their abominations.	3 Nephi 9:10	1	factual
What happened to the people of Ammonihah?	And now, because he said this, they did put him to death; and many more things did they do which brought down the wrath of God upon them. Therefore, who wondereth that they are in bondage, and that they are smitten with sore afflictions?	Mosiah 7:28	0	factual
What happened to the people of Ammonihah?	And they came upon the armies of the Lamanites, and the Lamanites were scattered and driven into the wilderness; and they took their brethren who had been taken captive by the Lamanites, and there was not one soul of them had been lost that were taken captive. And they were brought by their brethren to possess their own lands.	Alma 16:8	1	factual
What happened to the people of Ammonihah?	Behold, I said that the city of Ammonihah had been rebuilt. I say unto you, yea, that it was in part rebuilt; and because the Lamanites had destroyed it once because of the iniquity of the people, they supposed that it would again become an easy prey for them.	Alma 49:3	2	factual
What happened to the people of Ammonihah?	And the king commanded them that they should not return; and they were angry with the king, and caused that he should suffer, even unto death by fire.	Mosiah 19:20	0	factual
What happened to the people of Ammonihah?	And also that king Noah and his priests had caused the people to commit so many sins and iniquities against God; and they also did mourn for the death of Abinadi; and also for the departure of Alma and the people that went with him, who had formed a church of God through the strength and power of God, and faith on the words which had been spoken by Abinadi.	Mosiah 21:30	0	factual
What happened to the people of Ammonihah?	And many such things did they say unto them, gnashing their teeth upon them, and spitting upon them, and saying: How shall we look when we are damned?	Alma 14:21	1	factual
What happened to the people of Ammonihah?	And, as it happened, it was their lot to have fallen into the hands of a more hardened and a more stiffnecked people; therefore they would not hearken unto their words, and they had cast them out, and had smitten them, and had driven them from house to house, and from place to place, even until they had arrived in the land of Middoni; and there they were taken and cast into prison, and bound with strong cords, and kept in prison for many days, and were delivered by Lamoni and Ammon.	Alma 20:30	1	factual
What happened to the people of Ammonihah?	And it came to pass that they all went forth and smote them, saying the same words, even until the last; and when the last had spoken unto them the power of God was upon Alma and Amulek, and they rose and stood upon their feet.	Alma 14:25	1	factual
What happened to the people of Ammonihah?	Now it came to pass that when the bodies of those who had been cast into the fire were consumed, and also the records which were cast in with them, the chief judge of the land came and stood before Alma and Amulek, as they were bound; and he smote them with his hand upon their cheeks, and said unto them: After what ye have seen, will ye preach again unto this people, that they shall be cast into a lake of fire and brimstone?	Alma 14:14	3	factual
What happened to the people of Ammonihah?	And also of the people of the Lamanites who were in the city of Nephi;	Alma 23:11	0	factual
What happened to the people of Ammonihah?	Now Satan had gotten great hold upon the hearts of the people of the city of Ammonihah; therefore they would not hearken unto the words of Alma.	Alma 8:9	1	factual
What happened to the people of Ammonihah?	And behold, now it came to pass that those Lamanites were more angry because they had slain their brethren; therefore they swore vengeance upon the Nephites; and they did no more attempt to slay the people of Anti-Nephi-Lehi at that time.	Alma 25:1	0	factual
What happened to the people of Ammonihah?	And it came to pass that Alma and Amulek answered him nothing; and he smote them again, and delivered them to the officers to be cast into prison.	Alma 14:17	1	factual
What happened to the people of Ammonihah?	And it came to pass that the Lamanites did beat them, and drove them back, and slew many of them.	Mosiah 21:8	0	factual
What happened to the people of Ammonihah?	And behold, I am sent to command thee that thou return to the city of Ammonihah, and preach again unto the people of the city; yea, preach unto them. Yea, say unto them, except they repent the Lord God will destroy them.	Alma 8:16	2	factual
What happened to the people of Ammonihah?	And they were about to take the priests also and put them to death, and they fled before them.	Mosiah 19:21	0	factual
What happened to the people of Ammonihah?	And behold, they had found those priests of king Noah, in a place which they called Amulon; and they had begun to possess the land of Amulon and had begun to till the ground.	Mosiah 23:31	0	factual
What happened to the people of Ammonihah?	And they were also rebuked by those men who had stood at the waters of Sebus and scattered the flocks which belonged to the king, for they were angry with Ammon because of the number which he had slain of their brethren at the waters of Sebus, while defending the flocks of the king.	Alma 19:21	0	factual
What happened to the people of Ammonihah?	The people of the Lamanites who were in the land of Ishmael;	Alma 23:9	0	factual
What happened to the people of Ammonihah?	And it came to pass that the Lamanites did pursue them, and did overtake them, and began to slay them.	Mosiah 19:10	0	factual
What does D&C 76 teach about the degrees of glory?	Great shall be their reward and eternal shall be their glory.	D&C 76:6	2	specific-verse
What does D&C 76 teach about the degrees of glory?	And the glory of the celestial is one, even as the glory of the sun is one.	D&C 76:96	3	specific-verse
What does D&C 76 teach about the degrees of glory?	These are they who receive of his glory, but not of his fulness.	D&C 76:76	3	specific-verse
What does D&C 76 teach about the degrees of glory?	And the glory of the telestial is one, even as the glory of the stars is one; for as one star differs from another star in glory, even so differs one from another in glory in the telestial world;	D&C 76:98	3	specific-verse
What does D&C 76 teach about the degrees of glory?	And again, we saw the glory of the telestial, which glory is that of the lesser, even as the glory of the stars differs from that of the glory of the moon in the firmament.	D&C 76:81	3	specific-verse
What does D&C 76 teach about the degrees of glory?	These are they whose bodies are celestial, whose glory is that of the sun, even the glory of God, the highest of all, whose glory the sun of the firmament is written of as being typical.	D&C 76:70	3	specific-verse
What does D&C 76 teach about the degrees of glory?	Wherefore, they are bodies terrestrial, and not bodies celestial, and differ in glory as the moon differs from the sun.	D&C 76:78	3	specific-verse
What does D&C 76 teach about the degrees of glory?	In the celestial glory there are three heavens or degrees;	D&C 131:1	2	specific-verse
What does D&C 76 teach about the degrees of glory?	And thus we saw the glory of the terrestrial which excels in all things the glory of the telestial, even in glory, and in power, and in might, and in dominion.	D&C 76:91	3	specific-verse
What does D&C 76 teach about the degrees of glory?	And this is the gospel, the glad tidings, which the voice out of the heavens bore record unto us—	D&C 76:40	1	specific-verse
What does D&C 76 teach about the degrees of glory?	Yea, even the wonders of eternity shall they know, and things to come will I show them, even the things of many generations.	D&C 76:8	1	specific-verse
What does D&C 76 teach about the degrees of glory?	And thus we saw, in the heavenly vision, the glory of the telestial, which surpasses all understanding;	D&C 76:89	3	specific-verse
What does D&C 76 teach about the degrees of glory?	Neither was it revealed, neither is, neither will be revealed unto man, except to them who are made partakers thereof;	D&C 76:46	2	specific-verse
What does D&C 76 teach about the degrees of glory?	Speaking of the resurrection of the dead, concerning those who shall hear the voice of the Son of Man:	D&C 76:16	1	specific-verse
What does D&C 76 teach about the degrees of glory?	And again, we saw the terrestrial world, and behold and lo, these are they who are of the terrestrial, whose glory differs from that of the church of the Firstborn who have received the fulness of the Father, even as that of the moon differs from the sun in the firmament.	D&C 76:71	3	specific-verse
What does D&C 76 teach about the degrees of glory?	And to them will I reveal all mysteries, yea, all the hidden mysteries of my kingdom from days of old, and for ages to come, will I make known unto them the good pleasure of my will concerning all things pertaining to my kingdom.	D&C 76:7	1	specific-verse
What does D&C 76 teach about the degrees of glory?	And the glory of the terrestrial is one, even as the glory of the moon is one.	D&C 76:97	3	specific-verse
What does D&C 76 teach about the degrees of glory?	That through the power and manifestation of the Spirit, while in the flesh, they may be able to bear his presence in the world of glory.	D&C 76:118	2	specific-verse
What does D&C 76 teach about the degrees of glory?	Wherefore, the end, the width, the height, the depth, and the misery thereof, they understand not, neither any man except those who are ordained unto this condemnation.	D&C 76:48	1	specific-verse
What does D&C 76 teach about the degrees of glory?	By the power of the Spirit our eyes were opened and our understandings were enlightened, so as to see and understand the things of God—	D&C 76:12	1	specific-verse
What does D&C 76 teach about the degrees of glory?	To whom he grants this privilege of seeing and knowing for themselves;	D&C 76:117	1	specific-verse
What does D&C 76 teach about the degrees of glory?	These are they who shall have part in the first resurrection.	D&C 76:64	2	specific-verse
What does D&C 76 teach about the degrees of glory?	And thus we saw the glory of the celestial, which excels in all things—where God, even the Father, reigns upon his throne forever and ever;	D&C 76:92	3	specific-verse
What does D&C 76 teach about the degrees of glory?	And he makes them equal in power, and in might, and in dominion.	D&C 76:95	2	specific-verse
What does D&C 76 teach about the degrees of glory?	These are they who shall come forth in the resurrection of the just.	D&C 76:65	2	specific-verse
What does D&C 76 teach about the degrees of glory?	These are they who are come unto Mount Zion, and unto the city of the living God, the heavenly place, the holiest of all.	D&C 76:66	2	specific-verse
What does D&C 76 teach about the degrees of glory?	And again we bear record—for we saw and heard, and this is the testimony of the gospel of Christ concerning them who shall come forth in the resurrection of the just—	D&C 76:50	2	specific-verse
What does D&C 76 teach about the degrees of glory?	For they shall be judged according to their works, and every man shall receive according to his own works, his own dominion, in the mansions which are prepared;	D&C 76:111	3	specific-verse
What does D&C 76 teach about the degrees of glory?	They are they who are priests and kings, who have received of his fulness, and of his glory;	D&C 76:56	3	specific-verse
What does D&C 76 teach about the degrees of glory?	But behold, and lo, we saw the glory and the inhabitants of the telestial world, that they were as innumerable as the stars in the firmament of heaven, or as the sand upon the seashore;	D&C 76:109	3	specific-verse
What does D&C 76 teach about the degrees of glory?	These shall dwell in the presence of God and his Christ forever and ever.	D&C 76:62	3	specific-verse
What does D&C 76 teach about the degrees of glory?	And the terrestrial through the ministration of the celestial.	D&C 76:87	2	specific-verse
What does D&C 76 teach about the degrees of glory?	For all the rest shall be brought forth by the resurrection of the dead, through the triumph and the glory of the Lamb, who was slain, who was in the bosom of the Father before the worlds were made.	D&C 76:39	1	specific-verse
What does D&C 76 teach about the degrees of glory?	But great and marvelous are the works of the Lord, and the mysteries of his kingdom which he showed unto us, which surpass all understanding in glory, and in might, and in dominion;	D&C 76:114	1	specific-verse
What does D&C 76 teach about the degrees of glory?	Of whom we bear record; and the record which we bear is the fulness of the gospel of Jesus Christ, who is the Son, whom we saw and with whom we conversed in the heavenly vision.	D&C 76:14	1	specific-verse
What does D&C 76 teach about the degrees of glory?	And we beheld the glory of the Son, on the right hand of the Father, and received of his fulness;	D&C 76:20	2	specific-verse
What does D&C 76 teach about the degrees of glory?	And no man knows it except him to whom God has revealed it.	D&C 76:90	1	specific-verse
What does D&C 76 teach about the degrees of glory?	And we saw a vision of the sufferings of those with whom he made war and overcame, for thus came the voice of the Lord unto us:	D&C 76:30	1	specific-verse
What does D&C 76 teach about the degrees of glory?	These are they who receive of the presence of the Son, but not of the fulness of the Father.	D&C 76:77	3	specific-verse
What does D&C 76 teach about the degrees of glory?	Then shall he be crowned with the crown of his glory, to sit on the throne of his power to reign forever and ever.	D&C 76:108	2	specific-verse
What does D&C 76 teach about the degrees of glory?	For while we were doing the work of translation, which the Lord had appointed unto us, we came to the twenty-ninth verse of the fifth chapter of John, which was given unto us as follows—	D&C 76:15	1	specific-verse
What does D&C 76 teach about the degrees of glory?	Neither is man capable to make them known, for they are only to be seen and understood by the power of the Holy Spirit, which God bestows on those who love him, and purify themselves before him;	D&C 76:116	2	specific-verse
What does D&C 76 teach about the degrees of glory?	And while we meditated upon these things, the Lord touched the eyes of our understandings and they were opened, and the glory of the Lord shone round about.	D&C 76:19	1	specific-verse
What does D&C 76 teach about the degrees of glory?	Now this caused us to marvel, for it was given unto us of the Spirit.	D&C 76:18	1	specific-verse
What does D&C 76 teach about the degrees of glory?	For by my Spirit will I enlighten them, and by my power will I make known unto them the secrets of my will—yea, even those things which eye has not seen, nor ear heard, nor yet entered into the heart of man.	D&C 76:10	1	specific-verse
What does D&C 76 teach about the degrees of glory?	We, Joseph Smith, Jun., and Sidney Rigdon, being in the Spirit on the sixteenth day of February, in the year of our Lord one thousand eight hundred and thirty-two—	D&C 76:11	1	specific-verse
What does D&C 76 teach about the degrees of glory?	And they shall be servants of the Most High; but where God and Christ dwell they cannot come, worlds without end.	D&C 76:112	3	specific-verse
What does D&C 76 teach about the degrees of glory?	They who dwell in his presence are the church of the Firstborn; and they see as they are seen, and know as they are known, having received of his fulness and of his grace;	D&C 76:94	3	specific-verse
What does D&C 76 teach about the degrees of glory?	And their wisdom shall be great, and their understanding reach to heaven; and before them the wisdom of the wise shall perish, and the understanding of the prudent shall come to naught.	D&C 76:9	1	specific-verse
What does D&C 76 teach about the degrees of glory?	Before whose throne all things bow in humble reverence, and give him glory forever and ever.	D&C 76:93	1	specific-verse
What are the principles of repentance?	But as oft as they repented and sought forgiveness, with real intent, they were forgiven.	Moroni 6:8	2	thematic
What are the principles of repentance?	Neither did they receive any unto baptism save they came forth with a broken heart and a contrite spirit, and witnessed unto the church that they truly repented of all their sins.	Moroni 6:2	3	thematic
What are the principles of repentance?	By this ye may know if a man repenteth of his sins—behold, he will confess them and forsake them.	D&C 58:43	3	thematic
What are the principles of repentance?	And again, believe that ye must repent of your sins and forsake them, and humble yourselves before God; and ask in sincerity of heart that he would forgive you; and now, if you believe all these things see that ye do them.	Mosiah 4:10	3	thematic
What are the principles of repentance?	And the first fruits of repentance is baptism; and baptism cometh by faith unto the fulfilling the commandments; and the fulfilling the commandments bringeth remission of sins;	Moroni 8:25	3	thematic
What are the principles of repentance?	And how great is his joy in the soul that repenteth!	D&C 18:13	1	thematic
What are the principles of repentance?	And if he repent he shall be forgiven, according to the covenants and commandments of the church.	D&C 68:24	1	thematic
What are the principles of repentance?	Repent ye therefore, and be converted, that your sins may be blotted out, when the times of refreshing shall come from the presence of the Lord;	Acts 3:19	3	thematic
What are the principles of repentance?	We believe that the first principles and ordinances of the Gospel are: first, Faith in the Lord Jesus Christ; second, Repentance; third, Baptism by immersion for the remission of sins; fourth, Laying on of hands for the gift of the Holy Ghost.	Articles of Faith 1:4	2	thematic
What are the principles of repentance?	Know ye that ye must come unto repentance, or ye cannot be saved.	Mormon 7:3	2	thematic
What are the principles of repentance?	And him that repenteth not of his sins, and confesseth them not, ye shall bring before the church, and do with him as the scripture saith unto you, either by commandment or by revelation.	D&C 64:12	2	thematic
What are the principles of repentance?	That ye turn to the Lord with all your mind, might, and strength; that ye lead away the hearts of no more to do wickedly; but rather return unto them, and acknowledge your faults and that wrong which ye have done.	Alma 39:13	3	thematic
What are the principles of repentance?	Therefore, whoso repenteth and cometh unto me as a little child, him will I receive, for of such is the kingdom of God. Behold, for such I have laid down my life, and have taken it up again; therefore repent, and come unto me ye ends of the earth, and be saved.	3 Nephi 9:22	3	thematic
What are the principles of repentance?	But if ye will repent and return unto the Lord your God I will turn away mine anger, saith the Lord; yea, thus saith the Lord, blessed are they who will repent and turn unto me, but wo unto him that repenteth not.	Helaman 13:11	2	thematic
What are the principles of repentance?	And he hath power given unto him from the Father to redeem them from their sins because of repentance; therefore he hath sent his angels to declare the tidings of the conditions of repentance, which bringeth unto the power of the Redeemer, unto the salvation of their souls.	Helaman 5:11	2	thematic
What are the principles of repentance?	Therefore may God grant unto you, my brethren, that ye may begin to exercise your faith unto repentance, that ye begin to call upon his holy name, that he would have mercy upon you;	Alma 34:17	2	thematic
What are the principles of repentance?	But he that has committed adultery and repents with all his heart, and forsaketh it, and doeth it no more, thou shalt forgive;	D&C 42:25	3	thematic
What are the principles of repentance?	But I say unto you, O man, whosoever doeth this the same hath great cause to repent; and except he repenteth of that which he hath done he perisheth forever, and hath no interest in the kingdom of God.	Mosiah 4:18	1	thematic
What are the principles of repentance?	And now, my brethren, I would that, after ye have received so many witnesses, seeing that the holy scriptures testify of these things, ye come forth and bring fruit unto repentance.	Alma 34:30	2	thematic
What are the principles of repentance?	Nevertheless, he that repents and does the commandments of the Lord shall be forgiven;	D&C 1:32	2	thematic
What are the principles of repentance?	Wherefore, do the things which I have told you I have seen that your Lord and your Redeemer should do; for, for this cause have they been shown unto me, that ye might know the gate by which ye should enter. For the gate by which ye should enter is repentance and baptism by water; and then cometh a remission of your sins by fire and by the Holy Ghost.	2 Nephi 31:17	3	thematic
What are the principles of repentance?	But God hath made known unto our fathers that all men must repent.	Moses 6:50	1	thematic
What are the principles of repentance?	And they were strict to observe that there should be no iniquity among them; and whoso was found to commit iniquity, and three witnesses of the church did condemn them before the elders, and if they repented not, and confessed not, their names were blotted out, and they were not numbered among the people of Christ.	Moroni 6:7	1	thematic
What are the principles of repentance?	And so it is on the other hand. If he hath repented of his sins, and desired righteousness until the end of his days, even so he shall be rewarded unto righteousness.	Alma 41:6	2	thematic
What are the principles of repentance?	And our father Adam spake unto the Lord, and said: Why is it that men must repent and be baptized in water? And the Lord said unto Adam: Behold I have forgiven thee thy transgression in the Garden of Eden.	Moses 6:53	2	thematic
What are the principles of repentance?	And rend your heart, and not your garments, and turn unto the LORD your God: for he is gracious and merciful, slow to anger, and of great kindness, and repenteth him of the evil.	Joel 2:13	3	thematic
What are the principles of repentance?	For godly sorrow worketh repentance to salvation not to be repented of: but the sorrow of the world worketh death.	2 Corinthians 7:10	2	thematic
What are the principles of repentance?	Turn, all ye Gentiles, from your wicked ways; and repent of your evil doings, of your lyings and deceivings, and of your whoredoms, and of your secret abominations, and your idolatries, and of your murders, and your priestcrafts, and your envyings, and your strifes, and from all your wickedness and abominations, and come unto me, and be baptized in my name, that ye may receive a remission of your sins, and be filled with the Holy Ghost, that ye may be numbered with my people who are of the house of Israel.	3 Nephi 30:2	2	thematic
What are the principles of repentance?	And Aminadab said unto them: You must repent, and cry unto the voice, even until ye shall have faith in Christ, who was taught unto you by Alma, and Amulek, and Zeezrom; and when ye shall do this, the cloud of darkness shall be removed from overshadowing you.	Helaman 5:41	3	thematic
What are the principles of repentance?	And unto him that repenteth and sanctifieth himself before the Lord shall be given eternal life.	D&C 133:62	1	thematic
What are the principles of repentance?	Behold, he who has repented of his sins, the same is forgiven, and I, the Lord, remember them no more.	D&C 58:42	2	thematic
What are the principles of repentance?	Repent and be baptized in the name of Jesus Christ, according to the holy commandment, for the remission of sins;	D&C 49:13	2	thematic
What are the principles of repentance?	Let the wicked forsake his way, and the unrighteous man his thoughts: and let him return unto the LORD, and he will have mercy upon him; and to our God, for he will abundantly pardon.	Isaiah 55:7	3	thematic
What are the principles of repentance?	He that covereth his sins shall not prosper: but whoso confesseth and forsaketh them shall have mercy.	Proverbs 28:13	3	thematic
What are the principles of repentance?	Repent therefore of this thy wickedness, and pray God, if perhaps the thought of thine heart may be forgiven thee.	Acts 8:22	2	thematic
What are the principles of repentance?	Therefore, according to justice, the plan of redemption could not be brought about, only on conditions of repentance of men in this probationary state, yea, this preparatory state; for except it were for these conditions, mercy could not take effect except it should destroy the work of justice. Now the work of justice could not be destroyed; if so, God would cease to be God.	Alma 42:13	2	thematic
What are the principles of repentance?	And behold, I have given you the law and the commandments of my Father, that ye shall believe in me, and that ye shall repent of your sins, and come unto me with a broken heart and a contrite spirit. Behold, ye have the commandments before you, and the law is fulfilled.	3 Nephi 12:19	3	thematic
What are the principles of repentance?	Wherefore I abhor myself, and repent in dust and ashes.	Job 42:6	2	thematic
What are the principles of repentance?	And ye shall offer for a sacrifice unto me a broken heart and a contrite spirit. And whoso cometh unto me with a broken heart and a contrite spirit, him will I baptize with fire and with the Holy Ghost, even as the Lamanites, because of their faith in me at the time of their conversion, were baptized with fire and with the Holy Ghost, and they knew it not.	3 Nephi 9:20	3	thematic
What are the principles of repentance?	And Adam hearkened unto the voice of God, and called upon his sons to repent.	Moses 6:1	1	thematic
What are the principles of repentance?	And of tenets thou shalt not talk, but thou shalt declare repentance and faith on the Savior, and remission of sins by baptism, and by fire, yea, even the Holy Ghost.	D&C 19:31	1	thematic
What are the principles of repentance?	And he also said unto him: If thou wilt turn unto me, and hearken unto my voice, and believe, and repent of all thy transgressions, and be baptized, even in water, in the name of mine Only Begotten Son, who is full of grace and truth, which is Jesus Christ, the only name which shall be given under heaven, whereby salvation shall come unto the children of men, ye shall receive the gift of the Holy Ghost, asking all things in his name, and whatsoever ye shall ask, it shall be given you.	Moses 6:52	3	thematic
What are the principles of repentance?	Thou also sayest, except we repent we shall perish. How knowest thou the thought and intent of our hearts? How knowest thou that we have cause to repent? How knowest thou that we are not a righteous people? Behold, we have built sanctuaries, and we do assemble ourselves together to worship God. We do believe that God will save all men.	Alma 21:6	1	thematic
What are the principles of repentance?	Bring forth therefore fruits meet for repentance:	Matthew 3:8	2	thematic
